,e,feat
1682,1162,"6.650828070623788, 3.742742507007506, 4.9, 1.1949648711943794"
5817,1163,"3.33550085662489, 7.434204170422845, 4.3, 1.1528103044496487"
7479,1164,"5.226961714408446, 7.53374324855713, 0.0, 1.0"
9033,1165,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
7485,1168,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
7486,1169,"4.994762226597402, 5.2930139886718734, 2.7, 1.2476580796252927"
7503,1170,"5.569385416860996, 8.20613930837635, 4.4, 2.701990632318501"
1683,1171,"5.490806909987612, 6.9840824226437235, 4.4, 1.07903981264637"
5825,1172,"3.8200742685947375, 5.9347742983484295, 3.4, 1.0895784543325526"
7509,1173,"4.945897110573128, 5.699851197158978, 0.0, 1.0"
5827,1174,"4.961309213171376, 5.608057315108226, 5.0, 1.1053864168618266"
9049,1175,"7.03522341099773, 6.089513096512064, 0.0, 1.0"
5829,1176,"6.102579875250683, 5.572053818761788, 5.0, 1.0105386416861826"
1685,1177,"6.838808098983577, 5.785864934996653, 3.0, 1.4215456674473068"
5830,1178,"7.138036243741055, 6.287774671861598, 4.2, 1.2265807962529274"
9051,1179,"5.118400744829046, 5.996297180687407, 0.0, 1.0"
7513,1180,"4.18681444717447, 2.9082871736004563, 0.0, 1.0"
5831,1182,"5.901984424787543, 6.164985218297261, 3.2, 1.0685011709601873"
3969,1183,"3.3635521929952574, 7.487218673907819, 0.0, 1.0"
5832,1184,"5.904432264335014, 6.72926645730945, 4.8, 1.0474238875878221"
9056,1185,"4.147079915532288, 7.005368567713731, 0.0, 1.0"
3971,1186,"1.820841798050992, 7.1819734969926685, 0.0, 1.0"
5833,1187,"3.8682976601464247, 6.60749896215907, 4.7, 2.211943793911007"
7518,1188,"4.565264013861793, 5.6807790214829765, 4.6, 1.0474238875878221"
3976,1189,"4.353106807637232, 6.129623321244253, 0.0, 1.0"
1693,1190,"3.3158800415752694, 5.7872976484002265, 4.8, 1.5901639344262295"
9060,1191,"5.151265610037171, 5.685723690047553, 4.7, 3.9877049180327866"
5841,1192,"6.763859681011127, 2.1825003587262017, 5.0, 1.0105386416861826"
5842,1193,"4.709585347568918, 6.737219495417548, 0.0, 1.0"
7522,1194,"5.602806284534324, 4.271389929163888, 3.6, 1.3583138173302107"
9065,1195,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3985,1196,"4.807116752183731, 3.2276664297066873, 2.1, 2.0011709601873537"
9066,1197,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
9068,1198,"4.581825029476988, 5.487181979795196, 0.0, 1.0"
7530,1199,"5.292196162114692, 6.091179118749778, 0.0, 1.0"
3986,1200,"7.210924952366781, 5.102680806131275, 4.8, 1.2529274004683841"
1696,1201,"3.0977484876615904, 7.088883272194835, 0.0, 1.0"
9072,1202,"1.072200551399078, 6.780383272742256, 4.7, 2.269906323185012"
1698,1203,"2.333036745770471, 8.897453099995118, 4.8, 2.638758782201405"
5846,1204,"5.2360006238657775, 5.625455253446717, 0.0, 1.0"
3987,1205,"3.384165954631726, 7.337233132483107, 4.2, 2.2962529274004684"
1700,1206,"5.910464950612663, 6.155373551541061, 4.0, 2.601873536299766"
1701,1207,"2.477241402301047, 6.777570422573717, 3.8, 2.2172131147540983"
3988,1209,"6.052952785826278, 5.647166119175836, 0.0, 1.0"
9080,1210,"6.046171222566613, 4.0813196298167895, 4.3, 1.0895784543325526"
1703,1211,"5.426768998636135, 7.127794913867319, 4.8, 2.3911007025761126"
7538,1212,"5.218290695233293, 5.645130417447717, 2.4, 1.9695550351288056"
5851,1213,"7.344769151824551, 5.773442882601785, 3.7, 2.0064402810304447"
1718,1214,"2.8813539949829874, 8.195927939335206, 5.0, 1.3530444964871196"
5852,1215,"7.438143039075385, 5.879343734014583, 5.0, 1.0105386416861826"
1719,1216,"6.053920730161053, 5.358825153102089, 3.5, 1.4742388758782201"
3994,1217,"6.020122447537972, 3.7925498355336913, 0.0, 1.0"
1720,1218,"6.392476227025213, 5.6953460364334205, 2.2, 1.4795081967213115"
7542,1219,"4.749419888220132, 6.437467755733223, 5.0, 1.0052693208430914"
5857,1220,"6.058765214168147, 3.8431655298795704, 3.9, 1.1949648711943794"
7543,1221,"1.2224890892950384, 6.7329903620450295, 4.6, 1.0421545667447307"
5858,1222,"6.985729666918417, 6.143530663681531, 3.9, 1.848360655737705"
7545,1223,"5.147628377635613, 5.374097845124652, 0.0, 1.0"
5860,1224,"6.063325148733668, 7.3884427785437765, 4.7, 1.411007025761124"
9089,1225,"5.593438774048309, 5.46871443546388, 4.8, 2.038056206088993"
1722,1226,"5.375690588001419, 8.18343277255235, 4.1, 1.0368852459016393"
3998,1227,"6.349162801569889, 4.295530821411376, 4.5, 1.4162763466042154"
9091,1228,"5.217231075973984, 5.374209570481753, 0.0, 1.0"
5871,1229,"4.999469793509206, 5.310243517464869, 4.8, 2.759953161592506"
7559,1230,"6.434339521853758, 6.326888404988949, 4.9, 3.1340749414519906"
7560,1231,"3.4334430125254016, 6.114967583216185, 4.9, 3.049765807962529"
7561,1232,"5.311132391687693, 7.757750946653232, 4.1, 1.1686182669789227"
7562,1233,"5.257547802917202, 5.709416859356452, 3.7, 1.015807962529274"
1727,1234,"5.14334108667731, 5.199136757313909, 3.7, 1.584894613583138"
1728,1235,"7.150935024702676, 4.732537162373092, 4.5, 3.502927400468384"
5878,1236,"5.849686856712822, 4.140865137635728, 4.4, 1.0526932084309133"
4013,1237,"3.398582729476175, 7.067900264307127, 4.0, 1.4215456674473068"
4014,1238,"6.8924164994227795, 5.087514088896114, 4.5, 1.379391100702576"
1729,1239,"6.659624101059876, 2.2096085450182272, 0.0, 1.0"
9105,1240,"5.285407455354175, 6.085537809723064, 0.0, 1.0"
4016,1241,"5.31236940787926, 5.906740270309456, 4.6, 5.046838407494145"
1731,1242,"4.387962328352501, 6.851368307021403, 3.7, 1.9537470725995316"
9109,1243,"5.191218018448524, 5.605716833177667, 2.9, 1.31615925058548"
1732,1244,"2.3917432244889483, 8.516370229354607, 3.8, 1.268735362997658"
5883,1245,"3.3643605991492223, 6.154770563216061, 5.0, 1.0052693208430914"
1733,1246,"6.2399946344372665, 6.5482952024913175, 5.0, 1.094847775175644"
7568,1247,"4.389791064512622, 6.858360178453722, 5.0, 1.015807962529274"
4018,1248,"3.1480673060630124, 7.431889976811362, 4.7, 2.275175644028103"
4019,1249,"4.668644754904733, 5.475301302476737, 3.6, 1.0579625292740047"
5885,1250,"5.700444841658509, 5.484698555128261, 0.0, 1.0"
1735,1251,"5.138351351490826, 7.092595675790562, 4.7, 1.490046838407494"
5890,1252,"5.682911119374751, 6.6314270833220235, 0.0, 1.0"
1736,1253,"3.5750486254120233, 5.829230803776227, 5.0, 1.173887587822014"
1737,1254,"3.2911754352476237, 7.455671869197886, 2.7, 4.245901639344263"
1738,1255,"6.106114717476544, 5.885725223532745, 4.0, 5.236533957845433"
9117,1256,"5.315223236378813, 5.850332109100918, 4.2, 1.3477751756440282"
1740,1257,"5.257710912848211, 7.658121502421409, 3.3, 1.2318501170960188"
9119,1258,"5.646722145209196, 5.552930709466864, 4.7, 2.1908665105386413"
7579,1259,"4.040754861648338, 5.677358253929697, 3.8, 1.0737704918032787"
4029,1260,"4.927279957361293, 6.6407191826961025, 0.0, 1.0"
5906,1262,"4.21117497488865, 2.9243961627817043, 4.3, 1.5374707259953162"
9124,1263,"1.2935312030092518, 6.643799023607926, 3.5, 1.031615925058548"
7584,1265,"4.729084723108031, 5.825923404600189, 4.8, 3.160421545667447"
7586,1266,"4.9086639947328194, 5.168222515288107, 5.0, 1.0052693208430914"
1772,1267,"5.532082056598028, 4.242360231030489, 4.0, 1.063231850117096"
1773,1268,"4.954707428010465, 3.12917149075588, 2.6, 2.0960187353629975"
5917,1269,"4.758137340149403, 5.667368692583295, 4.6, 2.9496487119437935"
5922,1270,"1.9601091050662944, 7.150931920920357, 4.6, 1.8114754098360657"
7593,1271,"5.110310730371452, 6.035523460682043, 4.9, 3.1867681498829037"
5925,1272,"5.034546762744185, 4.721677621958634, 4.3, 2.7968384074941453"
5926,1273,"4.520573083369186, 5.505743997774289, 0.0, 1.0"
5927,1274,"3.736966782325453, 5.682075364230286, 4.9, 4.193208430913349"
7599,1275,"3.3160431515062214, 5.7868433533819825, 0.0, 1.0"
1793,1277,"7.054985905476428, 5.8876146964848886, 4.0, 4.014051522248243"
1795,1279,"7.970146914027623, 4.857906978782012, 4.0, 1.0210772833723654"
1796,1280,"5.623159308398101, 4.483544059770793, 3.1, 1.5322014051522248"
5933,1281,"5.361781001701388, 8.194813971803569, 4.1, 1.1475409836065573"
9143,1282,"4.833934644112844, 5.658964645496553, 3.7, 1.221311475409836"
5938,1283,"6.8807464005686825, 5.935260632255904, 4.0, 2.0749414519906324"
1810,1284,"7.404617400059465, 6.373037549578157, 4.1, 3.2868852459016393"
1811,1285,"4.067512033822254, 7.210877504099244, 2.7, 1.4215456674473068"
5939,1286,"5.241980924472273, 6.619461790475498, 2.5, 1.0579625292740047"
4055,1287,"6.514496742365452, 6.911147123674482, 4.6, 2.9496487119437935"
4056,1288,"4.6156864130222175, 6.7338176225939606, 3.6, 1.110655737704918"
5941,1289,"4.89762728626755, 5.5400732567832165, 5.0, 1.1317330210772834"
9150,1291,"4.526739114991699, 5.840321188494954, 5.0, 1.015807962529274"
7615,1293,"6.789641765349643, 6.245862875744933, 3.2, 1.0263466042154568"
4064,1294,"9.096140009437306, 2.2832215897203696, 3.9, 1.094847775175644"
4083,1295,"3.0926277882970226, 7.080623810864381, 4.5, 2.449063231850117"
5945,1296,"4.383105938511221, 5.739851339554207, 3.7, 1.1053864168618266"
5946,1297,"2.6315279193801757, 7.849544828704211, 4.9, 1.895784543325527"
5947,1298,"4.508777973254155, 5.856142649183539, 2.8, 1.0843091334894615"
5948,1299,"7.213991895301717, 5.10214764615489, 3.2, 1.268735362997658"
7618,1300,"4.4672587570389055, 3.0252176179933485, 0.0, 1.0"
4096,1301,"4.206844822926541, 6.37876100960284, 4.6, 3.139344262295082"
4098,1304,"1.6925433362450804, 7.26137736553801, 0.0, 1.0"
7627,1305,"4.740811969967183, 5.634965052965526, 0.0, 1.0"
9162,1306,"5.930790591057189, 6.064115293996565, 0.0, 1.0"
1836,1307,"4.227820521928038, 3.4269688581996434, 2.5, 1.8272833723653394"
1837,1308,"5.249360160617698, 7.112561654324054, 4.8, 1.2423887587822013"
4100,1309,"1.9554908319123, 7.154877633350225, 5.0, 1.015807962529274"
7628,1310,"3.250486055688441, 7.481155108751409, 0.0, 1.0"
7632,1311,"4.569082214945638, 5.4946265032263, 2.3, 2.3647540983606556"
4101,1312,"6.590798853706303, 4.676549614273654, 1.5, 1.0105386416861826"
9166,1313,"5.646722145209196, 5.552930709466864, 5.0, 1.0052693208430914"
1839,1314,"4.476067883892824, 6.700516072568917, 4.8, 1.658665105386417"
7637,1315,"5.210448322130674, 5.650927813370572, 5.0, 1.0210772833723654"
4104,1316,"7.945919731658421, 5.08766606824247, 0.0, 1.0"
7639,1317,"5.47711043812285, 4.7117061338315125, 0.0, 1.0"
5957,1318,"2.699586431000057, 8.162204133180921, 4.4, 1.6850117096018735"
5958,1319,"4.196287919586496, 2.8643659640749775, 3.8, 6.100702576112412"
7640,1320,"5.3224179320915255, 5.457596119405935, 0.0, 1.0"
4109,1321,"5.285088378992953, 6.087396065295707, 5.0, 1.0052693208430914"
7641,1322,"4.36013720283546, 6.355315114797804, 3.9, 2.644028103044496"
7643,1323,"4.595882248123246, 5.576538441737966, 3.0, 1.0210772833723654"
1846,1324,"5.214440348396579, 5.326732044256232, 4.7, 3.128805620608899"
4112,1325,"4.3786602999557545, 6.350156853638737, 0.0, 1.0"
4113,1326,"5.6407358916855515, 6.796631097110094, 0.0, 1.0"
4114,1327,"3.004082907468387, 6.446575015362214, 3.0, 1.0105386416861826"
7648,1328,"3.9693912904060085, 6.643886103665864, 3.5, 4.035128805620609"
9176,1329,"3.497396392452913, 5.816875293689918, 5.0, 1.0052693208430914"
5966,1330,"6.528931375961406, 6.406491900459287, 3.8, 1.07903981264637"
5967,1331,"4.193144779311581, 6.375224409142675, 2.4, 1.0843091334894615"
1852,1332,"1.542353616774335, 6.8566826550763835, 4.4, 1.0263466042154568"
1853,1333,"5.015720066847507, 5.014007018981374, 5.0, 1.0052693208430914"
7651,1334,"4.939220318655771, 5.187438455210668, 1.0, 1.0052693208430914"
1854,1335,"4.4846127012235115, 7.47594016340372, 3.5, 1.205503512880562"
1855,1336,"5.7146532644012495, 8.073896739481597, 4.2, 2.812646370023419"
9184,1337,"5.31236940787926, 5.906740270309456, 4.6, 5.046838407494145"
5972,1338,"2.475413856724515, 8.510126753513077, 2.4, 5.605386416861826"
7656,1339,"3.2270065597179496, 7.475295278070234, 3.9, 1.0737704918032787"
9186,1340,"5.177120319965354, 5.595491498467027, 0.0, 1.0"
7658,1341,"5.4378247564364415, 6.13393131957514, 4.1, 1.1633489461358313"
1856,1342,"6.030157875332293, 4.2485240204041474, 4.6, 1.4531615925058547"
7664,1343,"8.03263825749383, 3.433380743587122, 0.0, 1.0"
4124,1344,"4.652764753015504, 3.086861262299408, 0.0, 1.0"
5985,1345,"4.999469793509206, 5.310243517464869, 4.8, 2.759953161592506"
9198,1346,"5.292011621681979, 5.997621454773707, 5.0, 1.031615925058548"
5992,1348,"6.215712685230017, 5.127046792113106, 3.1, 1.5690866510538641"
1859,1349,"4.417823351547838, 3.8642044004454874, 0.0, 1.0"
4130,1350,"4.988285452697596, 6.9956566767400545, 4.3, 2.4701405152224822"
6004,1352,"3.4116136651993543, 7.2331297449047725, 3.4, 1.4689695550351287"
7674,1353,"6.138003304265908, 3.8518727141486124, 4.6, 1.2476580796252927"
6005,1354,"6.435030060247527, 4.197572328477008, 4.1, 1.2476580796252927"
9207,1355,"4.745274276690907, 6.488861420029252, 5.0, 1.3214285714285714"
7677,1356,"6.969974676290349, 5.10356392935887, 4.7, 1.3425058548009368"
9208,1357,"5.5220049583832065, 4.293251131219222, 4.1, 1.0737704918032787"
4141,1358,"5.859049604865106, 5.6002841876854745, 0.0, 1.0"
4142,1359,"5.185054367992677, 7.5197849725011565, 0.0, 1.0"
9209,1360,"4.740272635670067, 5.644244829690024, 3.9, 1.9379391100702574"
4144,1361,"5.053502041652109, 6.133177173414197, 4.6, 5.305035128805621"
7683,1363,"5.940902216191773, 5.368864826557228, 4.6, 1.2265807962529274"
6016,1364,"3.9571223280827894, 6.659834898401186, 2.9, 5.1996487119437935"
7685,1365,"3.9551161949906373, 6.665938717546169, 1.9, 1.2792740046838407"
1907,1367,"2.965675876358773, 7.92199132923588, 0.0, 1.0"
6021,1369,"5.218378798407684, 6.637263911723949, 3.8, 1.7587822014051522"
7694,1370,"5.9745933463054826, 3.8352067412013184, 4.1, 1.126463700234192"
1928,1371,"5.505941606644797, 7.677215037356746, 5.0, 1.0895784543325526"
6026,1372,"5.230913260837497, 6.626528419316173, 3.1, 5.110070257611241"
1942,1373,"2.5471584146667965, 8.175178240281639, 4.9, 1.5374707259953162"
6027,1374,"5.587395372519779, 8.215106911308794, 4.1, 1.0579625292740047"
6028,1375,"6.012082437584695, 6.017819099121198, 3.5, 1.0579625292740047"
6030,1376,"5.020089508062938, 4.394739652534099, 3.7, 1.0368852459016393"
4180,1377,"7.911564255986548, 4.79802218734153, 5.0, 1.0052693208430914"
6039,1378,"1.1354110072614958, 7.045063929906519, 0.0, 1.0"
6040,1379,"5.34088507179024, 5.266017527736949, 5.0, 1.1159250585480094"
1964,1380,"4.321662308469911, 2.824783970258977, 0.0, 1.0"
9227,1381,"6.2892526429960185, 4.6795982378062035, 4.8, 1.7008196721311475"
9230,1383,"5.420111256053758, 7.965041738183572, 5.0, 1.5322014051522248"
4201,1384,"4.843634327377856, 6.105588403784168, 3.3, 1.015807962529274"
6050,1385,"6.470134412901473, 6.338410903956628, 4.5, 1.0421545667447307"
6051,1386,"4.4839019229114, 2.993518012427785, 3.0, 1.0105386416861826"
9235,1387,"3.468756907864247, 6.896267934931984, 3.1, 1.7429742388758782"
9236,1388,"4.969361128958894, 5.456034428935709, 5.0, 1.0210772833723654"
2005,1389,"4.699809466963927, 7.295065025253052, 4.4, 1.2160421545667448"
6053,1390,"6.470134412901473, 6.338410903956628, 4.5, 1.0421545667447307"
4208,1391,"4.321662308469911, 2.824783970258977, 0.0, 1.0"
4209,1392,"4.434386748330212, 5.856652806880447, 4.0, 1.0210772833723654"
2012,1393,"5.010661277821498, 7.525103428106149, 3.9, 1.5585480093676813"
9243,1394,"3.282369880144188, 7.484864226307309, 3.4, 2.3278688524590163"
4210,1395,"7.504907386498701, 5.699784654850646, 2.9, 1.4637002341920375"
7741,1396,"4.675439414582286, 5.718094469266134, 5.0, 1.5690866510538641"
6074,1397,"2.539195792636974, 8.462547360050394, 3.4, 1.4373536299765808"
9249,1399,"5.632466099128919, 5.544101120211053, 3.7, 1.4531615925058547"
2028,1400,"4.350787551100893, 3.032966921626894, 0.0, 1.0"
2069,1401,"5.465453435686527, 7.11028278564163, 3.7, 1.015807962529274"
6077,1402,"6.094439856288602, 5.56769570832239, 0.0, 1.0"
7745,1403,"6.953064819727786, 5.026968803432283, 3.0, 1.0210772833723654"
2076,1404,"5.044990560657709, 5.936636661471084, 4.5, 1.4373536299765808"
6081,1405,"4.621209529588668, 6.059652030279722, 5.0, 1.0105386416861826"
7751,1406,"6.0849342381238785, 3.8520583754038853, 5.0, 1.0052693208430914"
2077,1407,"4.779815483378911, 5.586628227301844, 4.7, 4.693793911007026"
2078,1408,"6.7699518964605545, 6.776190285808752, 4.9, 3.1340749414519906"
7753,1409,"4.591989040282613, 5.48065179697096, 3.8, 2.159250585480094"
4215,1410,"4.696866344706507, 7.293047396744441, 5.0, 1.0526932084309133"
4216,1411,"7.770191997453878, 6.43773967553625, 4.4, 2.038056206088993"
2104,1412,"3.6047560633439275, 6.139308923898625, 3.5, 1.205503512880562"
6083,1413,"5.351277674615972, 5.607045214813979, 0.0, 1.0"
7761,1414,"6.7835185947305945, 2.19829142354547, 4.0, 1.0210772833723654"
7762,1415,"4.571196691130581, 7.6317674622900995, 3.7, 1.015807962529274"
4239,1416,"6.052302727269534, 4.047482455285262, 2.4, 1.4162763466042154"
2123,1417,"4.127132880620536, 6.572063950718302, 0.0, 1.0"
7763,1418,"6.781543416807779, 6.256111212734822, 1.0, 1.0052693208430914"
7764,1419,"6.143583568837357, 4.770182857167811, 5.0, 1.015807962529274"
6086,1420,"5.084472688611299, 6.460526719338077, 4.9, 1.5269320843091334"
6087,1421,"5.909668450292941, 5.424128624365039, 5.0, 1.4847775175644027"
9267,1422,"4.737680735526737, 5.6448650697243465, 0.0, 1.0"
2142,1423,"3.1846610785971166, 5.939011646820745, 4.9, 3.945550351288056"
2143,1424,"5.350322826699255, 5.23762614285738, 3.9, 1.205503512880562"
7767,1425,"4.385179934859252, 6.852665471278215, 0.0, 1.0"
7774,1428,"5.5562592344628, 8.204897185287791, 0.0, 1.0"
7781,1430,"5.231274007619049, 5.329767523629243, 3.0, 1.0210772833723654"
4261,1431,"4.181874716492416, 2.871145885932947, 3.4, 1.0843091334894615"
7783,1432,"3.884632464908634, 7.713115844955837, 0.0, 1.0"
7790,1434,"4.520573083369186, 5.505743997774289, 0.0, 1.0"
2158,1435,"2.3706377518927297, 6.610034963464614, 4.2, 2.290983606557377"
6109,1436,"8.018934642128443, 3.3797755744271853, 4.0, 1.0210772833723654"
2164,1439,"4.218835188725393, 6.829875141436787, 4.3, 2.5491803278688523"
6117,1440,"7.140180484511916, 5.758060108242262, 5.0, 1.0210772833723654"
9293,1441,"4.637413370172737, 5.940478863643648, 4.2, 1.0263466042154568"
2166,1442,"4.640163617913288, 6.303440867164227, 4.7, 1.8641686182669788"
7799,1443,"4.860535849856319, 5.485664650863782, 4.9, 3.5872365339578454"
7800,1444,"5.921215919052997, 3.830289182466231, 3.2, 1.2371194379391102"
2171,1445,"4.9531477637073635, 7.272058638286808, 4.7, 2.0064402810304447"
2172,1446,"4.444757920654013, 7.954399076403661, 0.0, 1.0"
9297,1447,"4.564630623472908, 5.678809862062963, 0.0, 1.0"
6124,1448,"3.3160431515062214, 5.7868433533819825, 0.0, 1.0"
4282,1449,"6.703920948434586, 5.04905509922196, 4.7, 1.07903981264637"
2174,1450,"2.6836445187723825, 8.15773511889438, 4.5, 1.031615925058548"
4284,1451,"6.386536406255686, 6.019397219791017, 3.2, 1.063231850117096"
2175,1452,"4.730875360598134, 7.862926404754717, 4.0, 1.1475409836065573"
9299,1453,"5.635298497126598, 5.175041869625147, 0.0, 1.0"
2176,1454,"7.343224965106003, 7.302909624044105, 4.7, 1.600702576112412"
2177,1455,"1.3108994341951643, 6.743467900319047, 0.0, 1.0"
4287,1456,"4.517756162956005, 3.817044798582174, 2.0, 2.0064402810304447"
4288,1457,"4.47355218108936, 7.466252917729662, 4.0, 1.268735362997658"
2178,1458,"3.1819513106935347, 7.622542726734082, 5.0, 1.9221311475409837"
2179,1459,"3.164873581866402, 6.2309253597939005, 0.0, 1.0"
7810,1460,"4.151464834332501, 5.614180850492858, 5.0, 2.512295081967213"
6132,1461,"3.2734214550279717, 7.472846356822174, 4.1, 1.284543325526932"
2180,1462,"3.421032370773105, 7.817195408744965, 3.5, 1.031615925058548"
2181,1463,"6.665812753767909, 3.6613809801820025, 1.0, 1.0210772833723654"
4295,1464,"4.213709727027094, 3.5207811902694175, 4.7, 1.911592505854801"
9305,1465,"5.458662347759116, 5.232858098938323, 2.0, 1.126463700234192"
2182,1466,"6.58263621365893, 4.722323328802304, 0.0, 1.0"
4297,1467,"5.702547412008926, 5.6280347947813425, 3.2, 1.1159250585480094"
9306,1468,"4.82634229353215, 5.6354949269020835, 4.0, 1.2529274004683841"
9307,1469,"4.7936500629223815, 5.6809030694898865, 4.8, 1.3425058548009368"
4298,1470,"5.5500420077523245, 4.746018962641074, 5.0, 1.0368852459016393"
6137,1471,"7.794026287288602, 5.141368997089785, 3.3, 4.667447306791569"
2185,1472,"3.749595300846636, 7.320143260386885, 3.7, 1.173887587822014"
2186,1474,"3.614874831978966, 6.895197507429202, 1.0, 1.015807962529274"
2187,1475,"3.560979500931296, 7.408536912633963, 0.0, 1.0"
4299,1476,"5.854723024653424, 7.042967436439767, 4.8, 3.7031615925058547"
7815,1477,"4.6489441707647075, 5.48870095174675, 4.0, 1.1949648711943794"
7816,1478,"6.105333694741603, 5.293754169163094, 4.2, 1.189695550351288"
4302,1479,"4.902880140393677, 4.691431267546022, 0.0, 1.0"
2191,1480,"6.702156503780316, 5.325816882139634, 3.7, 1.063231850117096"
7817,1481,"5.306570075955449, 5.920359262744114, 5.0, 1.0105386416861826"
9313,1482,"5.105948432656476, 5.718084611146423, 4.5, 1.2107728337236534"
4303,1483,"5.392271843535127, 5.2974936825883105, 4.3, 1.990632318501171"
4304,1484,"3.959320145108336, 6.668337526685491, 0.0, 1.0"
2193,1485,"5.987727862787835, 5.682936306688134, 5.0, 1.0052693208430914"
7821,1486,"1.072200551399078, 6.780383272742256, 4.7, 2.269906323185012"
4310,1487,"2.034502711157131, 7.9512403705336965, 2.3, 1.911592505854801"
2195,1488,"6.1061421008956245, 4.830013428949769, 3.5, 1.2423887587822013"
2214,1489,"4.767939413590113, 6.751334679879392, 3.8, 1.0210772833723654"
6157,1490,"7.34817064870532, 5.779268209863858, 2.9, 1.4531615925058547"
6158,1491,"5.74876228930151, 5.423091057261445, 0.0, 1.0"
9324,1492,"5.711108897508041, 4.745409402236419, 3.4, 1.205503512880562"
4312,1493,"3.0981520954467214, 7.088379686577582, 3.7, 2.085480093676815"
2216,1494,"3.952604063937599, 6.808116628128573, 4.3, 3.9560889929742387"
9328,1495,"3.579073988014102, 5.829414000501629, 5.0, 1.0052693208430914"
6182,1496,"4.321007487579379, 6.842832818337683, 2.5, 1.0421545667447307"
2217,1497,"5.668172887002129, 7.701409327752799, 5.0, 1.1159250585480094"
6189,1498,"5.020301431914731, 4.397521285323592, 0.0, 1.0"
4326,1500,"5.092715097748908, 6.659311596544512, 4.6, 1.7429742388758782"
9339,1501,"6.0849342381238785, 3.8520583754038853, 0.0, 1.0"
2224,1502,"4.415773166868576, 5.504470657306456, 0.0, 1.0"
9340,1503,"4.389791064512622, 6.858360178453722, 0.0, 1.0"
9341,1504,"6.664898385688048, 3.6722257334167807, 0.0, 1.0"
2225,1505,"5.417200279549036, 4.730314977879516, 3.5, 1.3056206088992974"
6202,1506,"6.0449865920462, 5.376711068368195, 0.0, 1.0"
7871,1507,"4.38965533800075, 5.777270297594669, 4.4, 1.5111241217798594"
2226,1508,"4.899158376568039, 7.842727938897042, 0.0, 1.0"
9346,1509,"5.258816964861694, 5.619565026896225, 2.3, 1.1633489461358313"
9347,1510,"4.140064997918671, 5.64740107102989, 3.6, 1.142271662763466"
4332,1511,"2.746958555393803, 6.61864110200645, 0.0, 1.0"
4333,1512,"7.03382209429185, 5.016059150909086, 3.4, 1.2740046838407495"
9348,1513,"2.622015157714827, 6.771718806992112, 5.0, 1.0105386416861826"
4334,1514,"7.072891089792677, 5.899453476794633, 4.4, 1.1317330210772834"
2230,1515,"3.2040247276243576, 6.349914508194843, 0.0, 1.0"
6209,1516,"6.93167003535649, 6.24491485322892, 2.4, 2.939110070257611"
6210,1517,"3.4219884092734105, 6.207772744051454, 5.0, 2.322599531615925"
2237,1518,"5.38178280345096, 4.842608819950328, 3.0, 1.0526932084309133"
7879,1519,"6.724116815284731, 4.7070013461809594, 4.0, 1.4162763466042154"
4353,1520,"7.750939072686322, 6.4748472812950695, 4.6, 1.2740046838407495"
6217,1521,"4.900285859083397, 5.7239945539365635, 0.0, 1.0"
2242,1522,"6.543869626351295, 4.083769372574352, 4.5, 1.2581967213114753"
7881,1523,"1.1445749279798747, 6.754804738031453, 4.2, 1.3635831381733021"
7896,1525,"6.9727534980333985, 6.163315910019492, 4.7, 1.1580796252927401"
2243,1526,"5.9374614300574535, 4.899979790854559, 5.0, 1.0052693208430914"
6227,1527,"5.138276344734265, 5.842049645491215, 4.4, 1.1949648711943794"
9361,1528,"4.35007558220525, 6.947224555919092, 0.0, 1.0"
9362,1529,"5.42281030870646, 4.635592412752885, 0.0, 1.0"
2245,1530,"4.453552760506568, 7.02069465788486, 4.1, 1.5427400468384076"
4363,1531,"6.135409022955628, 4.758442658055856, 2.7, 1.0368852459016393"
2248,1532,"6.30562435584477, 5.222927686310186, 2.7, 1.1370023419203747"
4370,1533,"4.904968423743014, 5.165239612553933, 3.1, 1.2581967213114753"
9368,1534,"5.823052314633287, 6.101561361866288, 5.0, 1.031615925058548"
2250,1535,"2.6016216540141954, 8.48406270640453, 3.0, 1.07903981264637"
6243,1536,"4.244368441125346, 6.42096444176218, 0.0, 1.0"
9370,1537,"4.127517439071028, 5.703739403890495, 3.9, 1.1475409836065573"
6244,1538,"4.486083071768803, 7.020706980534669, 3.8, 1.6533957845433256"
4376,1539,"4.873921579443902, 6.01025874278298, 0.0, 1.0"
4377,1540,"3.6233422613863127, 5.978292967984089, 4.5, 1.173887587822014"
2255,1541,"6.0582615973740985, 6.243835389116384, 5.0, 1.07903981264637"
9374,1542,"5.378608708006709, 8.17455635722763, 5.0, 1.0052693208430914"
6248,1543,"5.149298766198456, 5.648047599383517, 4.5, 1.2002341920374708"
9379,1544,"5.226396187275611, 5.647693528582522, 2.0, 1.0368852459016393"
4380,1545,"6.579012077675259, 6.143630066389051, 4.5, 1.8378220140515222"
2256,1546,"4.1197357857236625, 6.978876513906016, 3.4, 1.2371194379391102"
9382,1547,"5.954764179154381, 4.519094082608717, 4.7, 1.8430913348946136"
4397,1548,"6.575774881308746, 5.32818036634967, 3.3, 1.331967213114754"
