,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12992,Hampton,125 Linacre Rd,4,h,2500000.0,PI,RT,20/05/2017,13.7,3188.0,4.0,3.0,2.0,684.0,317.0,2008.0,Bayside,-37.9436,145.0169,Southern Metropolitan,5454.0
12993,Mill Park,4 Streeton Cct,3,h,725000.0,S,Ray,22/07/2017,17.9,3082.0,3.0,2.0,2.0,602.0,129.0,1980.0,Whittlesea,-37.66916,145.06912,Northern Metropolitan,10529.0
12994,Bentleigh East,52 Paloma St,4,h,1330000.0,PI,hockingstuart,17/06/2017,13.8,3165.0,4.0,2.0,2.0,566.0,191.0,1950.0,Glen Eira,-37.91503,145.07997,Southern Metropolitan,10969.0
12995,Doncaster,24 Outlook Dr,3,h,1250000.0,PI,Fletchers,19/11/2016,13.9,3108.0,3.0,2.0,2.0,900.0,195.0,1970.0,Manningham,-37.7902,145.1344,Eastern Metropolitan,9028.0
12996,Brighton,2A Collins St,4,h,4050000.0,PI,Buxton,12/08/2017,10.5,3186.0,4.0,4.0,4.0,508.0,465.0,2011.0,Bayside,-37.90904000000001,144.99868,Southern Metropolitan,10579.0
12997,Brighton East,3/44 Union St,2,u,750000.0,S,Buxton,28/05/2016,10.7,3187.0,2.0,1.0,1.0,227.0,,1980.0,Bayside,-37.9085,145.0129,Southern Metropolitan,6938.0
12998,Heidelberg West,3 Leyte Pde,3,h,880000.0,S,Haughton,6/05/2017,9.4,3081.0,3.0,1.0,2.0,689.0,,,Banyule,-37.7382,145.0451,Eastern Metropolitan,2674.0
12999,Fitzroy North,49 Best St,4,h,2300000.0,S,Nelson,27/11/2016,3.5,3068.0,4.0,2.0,1.0,197.0,,,Yarra,-37.7828,144.9832,Northern Metropolitan,6244.0
13000,Altona,3/20 Mulga St,3,u,577000.0,S,Williams,23/04/2016,13.8,3018.0,3.0,2.0,1.0,205.0,113.0,2007.0,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301.0
13001,Brunswick,34A Downs St,2,h,920000.0,S,Nelson,3/06/2017,5.2,3056.0,2.0,1.0,1.0,240.0,109.0,1995.0,Moreland,-37.75697,144.95543,Northern Metropolitan,11918.0
13002,Doncaster,4/176 Ayr St,2,u,782000.0,S,Ray,22/04/2017,13.9,3108.0,2.0,1.0,1.0,261.0,,1984.0,Manningham,-37.7731,145.1044,Eastern Metropolitan,9028.0
13003,Bentleigh East,24 Veronica St,3,h,910000.0,S,Buxton,18/06/2016,13.9,3165.0,3.0,1.0,1.0,587.0,96.0,1950.0,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969.0
13004,Brighton East,38 Agnew St,3,h,1710000.0,S,hockingstuart,17/09/2016,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside,-37.91,145.0113,Southern Metropolitan,6938.0
13005,Ferntree Gully,2 Kya Cl,3,h,760000.0,S,Barry,3/09/2017,24.8,3156.0,3.0,1.0,2.0,944.0,104.0,1981.0,,-37.87558,145.27196999999995,Eastern Metropolitan,10788.0
13006,Oak Park,44 Devereaux St,3,h,706000.0,PI,Eview,7/11/2016,11.5,3046.0,3.0,1.0,0.0,715.0,111.0,1960.0,Moreland,-37.7143,144.9092,Northern Metropolitan,2651.0
13007,Vermont South,250 Hawthorn Rd,4,h,1050000.0,VB,Noel,17/06/2017,17.2,3133.0,4.0,2.0,2.0,651.0,187.0,1975.0,Whitehorse,-37.84842,145.1816,Eastern Metropolitan,4280.0
13008,Jacana,12/1051 Pascoe Vale Rd,2,t,390000.0,S,YPA,1/07/2017,14.0,3047.0,2.0,1.0,1.0,165.0,89.0,1995.0,Hume,-37.68582,144.91638,Northern Metropolitan,851.0
13009,Seddon,3 Walter St,3,h,847000.0,S,Jas,20/05/2017,6.6,3011.0,3.0,1.0,1.0,205.0,,,Maribyrnong,-37.8053,144.8967,Western Metropolitan,2417.0
13010,Surrey Hills,19 Sydenham La,6,h,2000000.0,VB,Jellis,26/07/2016,11.2,3127.0,6.0,3.0,4.0,650.0,,1997.0,Whitehorse,-37.8264,145.1029,Southern Metropolitan,5457.0
13011,Sunshine North,6 Gresford St,4,h,735000.0,S,Douglas,16/04/2016,13.3,3020.0,4.0,2.0,5.0,635.0,201.0,1975.0,Brimbank,-37.7693,144.8351,Western Metropolitan,4217.0
13012,Eltham,6/17 Silver St,3,h,655000.0,S,Barry,8/07/2017,18.0,3095.0,3.0,1.0,2.0,197.0,108.0,2009.0,Nillumbik,-37.71613,145.13939,Eastern Metropolitan,6990.0
13013,Yarraville,59 Gent St,3,h,1005000.0,S,Sweeney,16/07/2016,7.0,3013.0,3.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong,-37.8177,144.8711,Western Metropolitan,6543.0
13014,Prahran,12/67 High St,2,u,530000.0,VB,Jellis,16/04/2016,4.5,3181.0,2.0,1.0,1.0,0.0,76.0,1888.0,Stonnington,-37.851,144.988,Southern Metropolitan,7717.0
13015,Albert Park,85 Richardson St,2,h,1455000.0,S,Thomson,3/09/2016,3.3,3206.0,2.0,1.0,0.0,159.0,,,Port Phillip,-37.845,144.9538,Southern Metropolitan,3280.0
13016,Oakleigh,3 Ford Av,4,h,1150000.0,VB,Woodards,3/09/2017,12.3,3166.0,4.0,2.0,2.0,1060.0,175.0,1940.0,,-37.9073,145.0962,Southern Metropolitan,3224.0
13017,Camberwell,15 Gilbert Pde,3,h,1650000.0,SP,Marshall,12/08/2017,7.7,3124.0,3.0,2.0,2.0,456.0,,,Boroondara,-37.84349,145.07367,Southern Metropolitan,8920.0
13018,Murrumbeena,12 Wahroongaa Rd,3,h,1420000.0,S,Woodards,13/08/2016,12.1,3163.0,3.0,1.0,1.0,700.0,,,Glen Eira,-37.8887,145.0718,Southern Metropolitan,4442.0
13019,Mont Albert,11/781 Whitehorse Rd,2,u,520000.0,VB,hockingstuart,28/05/2016,11.8,3127.0,2.0,1.0,1.0,0.0,92.0,2005.0,Whitehorse,-37.8161,145.1098,Eastern Metropolitan,2079.0
13020,Toorak,6/183 Kooyong Rd,2,u,866000.0,S,Marshall,30/07/2016,4.6,3142.0,2.0,0.0,0.0,0.0,,,Stonnington,-37.8458,145.0221,Southern Metropolitan,7217.0
13021,Richmond,50 Canterbury St,2,h,827500.0,S,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,0.0,127.0,72.0,1900.0,Yarra,-37.8251,145.0063,Northern Metropolitan,14949.0
13022,Kew,51 Princess St,4,h,2460000.0,S,Marshall,24/09/2016,5.6,3101.0,4.0,4.0,2.0,737.0,293.0,1910.0,Boroondara,-37.8042,145.0291,Southern Metropolitan,10331.0
13023,Balwyn North,28 Carron St,4,h,1593000.0,S,Fletchers,3/06/2017,9.7,3104.0,4.0,3.0,2.0,598.0,,,Boroondara,-37.78142,145.09226999999996,Southern Metropolitan,7809.0
13024,Heidelberg West,1 Bardia St,3,h,726500.0,S,William,1/07/2017,8.8,3081.0,3.0,1.0,0.0,593.0,95.0,1950.0,Banyule,-37.7482,145.04073,Eastern Metropolitan,2674.0
13025,Fitzroy North,476 Brunswick St,2,h,1200000.0,S,Jellis,6/05/2017,3.5,3068.0,2.0,1.0,0.0,204.0,,,Yarra,-37.7925,144.9797,Northern Metropolitan,6244.0
13026,Toorak,7/3 Tahara Rd,2,u,701500.0,S,Kay,4/06/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1951.0,Stonnington,-37.8384,145.0178,Southern Metropolitan,7217.0
13027,Spotswood,24 Forrest St,3,h,927000.0,S,Williams,12/06/2016,7.7,3015.0,3.0,1.0,0.0,274.0,131.0,1910.0,Hobsons Bay,-37.8282,144.8856,Western Metropolitan,1223.0
13028,Toorak,73/145 Canterbury Rd,1,u,247500.0,SA,RT,22/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8421,145.0104,Southern Metropolitan,7217.0
13029,Hawthorn,10 Oak St,4,h,3225000.0,S,Jellis,13/08/2016,4.6,3122.0,4.0,2.0,2.0,665.0,220.0,1890.0,Boroondara,-37.814,145.0175,Southern Metropolitan,11308.0
13030,Northcote,45 Emmaline St,2,h,1020000.0,S,Nelson,16/04/2016,5.5,3070.0,2.0,1.0,1.0,354.0,97.0,1920.0,Darebin,-37.7638,144.9933,Northern Metropolitan,11364.0
13031,Burwood,10 Hastings St,3,h,1460000.0,S,Marshall,17/09/2016,11.7,3125.0,3.0,1.0,2.0,742.0,,,Whitehorse,-37.8529,145.0962,Southern Metropolitan,5678.0
13032,Fitzroy North,7/14 Rae St,1,u,358500.0,SP,Jellis,4/03/2017,3.5,3068.0,1.0,1.0,1.0,0.0,40.0,1975.0,Yarra,-37.7925,144.9786,Northern Metropolitan,6244.0
13033,Fitzroy North,12/262 Barkly St,2,u,602000.0,S,Nelson,28/08/2016,3.5,3068.0,2.0,1.0,1.0,0.0,48.0,1980.0,Yarra,-37.7794,144.989,Northern Metropolitan,6244.0
13034,Cairnlea,17 Blackwood Ct,4,h,750000.0,PI,Ray,22/07/2017,14.8,3023.0,4.0,2.0,2.0,447.0,,,Brimbank,-37.75637,144.77983,Western Metropolitan,2674.0
13035,Sunshine West,10 Mayne St,3,h,713500.0,S,Douglas,3/09/2017,10.5,3020.0,3.0,1.0,2.0,520.0,131.0,1968.0,,-37.79128,144.82362,Western Metropolitan,6763.0
13036,Port Melbourne,360 Howe Pde,3,h,1230000.0,S,RT,19/08/2017,3.5,3207.0,3.0,1.0,0.0,340.0,,,,-37.83674,144.9242,Southern Metropolitan,8648.0
13037,Williamstown,146 Ferguson St,3,h,832000.0,S,Williams,23/09/2017,6.8,3016.0,3.0,1.0,1.0,269.0,,,,-37.85808,144.89268,Western Metropolitan,6380.0
13038,Bentleigh East,1/57 Brooks St,3,h,780000.0,PI,Buxton,17/09/2016,13.9,3165.0,3.0,2.0,2.0,421.0,126.0,1950.0,Glen Eira,-37.9168,145.0809,Southern Metropolitan,10969.0
13039,North Melbourne,2/43 Haines St,2,u,470000.0,VB,W.B.,7/11/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821.0
13040,Essendon,154 Spencer St,4,h,1560000.0,S,Barry,25/02/2017,8.0,3040.0,4.0,1.0,2.0,650.0,,1950.0,Moonee Valley,-37.7452,144.8941,Western Metropolitan,9264.0
13041,Sunshine North,3 Belmore Rd,4,h,775000.0,S,Douglas,29/04/2017,13.3,3020.0,4.0,1.0,2.0,665.0,147.0,1980.0,Brimbank,-37.7662,144.8383,Western Metropolitan,4217.0
13042,St Kilda,14/12 Fitzroy St,1,u,350000.0,VB,Gary,1/07/2017,5.0,3182.0,1.0,1.0,1.0,0.0,41.0,2005.0,Port Phillip,-37.8614,144.97406999999995,Southern Metropolitan,13240.0
13043,Armadale,5/29 Mercer Rd,2,t,1200000.0,S,RT,6/05/2017,6.3,3143.0,2.0,2.0,1.0,189.0,,,Stonnington,-37.8532,145.0259,Southern Metropolitan,4836.0
13044,Bentleigh East,1/93 Tambet St,2,h,813000.0,S,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,306.0,,,Glen Eira,-37.9111,145.072,Southern Metropolitan,10969.0
13045,Newport,28 Agg St,4,h,1230000.0,SP,Gunn&Co,6/05/2017,8.4,3015.0,4.0,2.0,1.0,402.0,146.0,1925.0,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498.0
13046,Albion,25 Sydney St,4,h,816000.0,S,Bells,10/09/2016,13.9,3020.0,4.0,1.0,2.0,837.0,156.0,1930.0,Brimbank,-37.7825,144.8221,Western Metropolitan,2185.0
13047,Balwyn North,6 Abassia St,6,h,1505000.0,S,hockingstuart,7/05/2016,9.2,3104.0,4.0,2.0,2.0,724.0,,,Boroondara,-37.8021,145.0985,Southern Metropolitan,7809.0
13048,Moonee Ponds,1/263 Union Rd,3,t,1130000.0,S,Brad,27/11/2016,6.9,3039.0,3.0,2.0,2.0,217.0,145.0,2013.0,Moonee Valley,-37.7704,144.9162,Western Metropolitan,6232.0
13049,Hawthorn,1B Simpson Pl,3,h,1670000.0,PI,Kay,9/09/2017,5.3,3122.0,3.0,3.0,2.0,107.0,,,,-37.81753,145.01988,Southern Metropolitan,11308.0
13050,Williamstown,9/99 Verdon St,2,u,490000.0,S,Village,22/04/2017,8.0,3016.0,2.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380.0
13051,Balwyn,18 Fitzgerald St,4,h,3180000.0,S,Kay,10/12/2016,9.7,3103.0,4.0,3.0,4.0,1148.0,,,Boroondara,-37.8088,145.0991,Southern Metropolitan,5682.0
13052,Greenvale,12 Taormina St,3,h,550000.0,VB,Barry,27/05/2017,20.4,3059.0,3.0,2.0,2.0,392.0,,2013.0,Hume,-37.62458,144.88546000000005,Northern Metropolitan,4864.0
13053,Hadfield,72 Middle St,3,h,721000.0,S,Brad,12/11/2016,12.1,3046.0,3.0,1.0,3.0,539.0,,1960.0,Moreland,-37.7098,144.9446,Northern Metropolitan,2606.0
13054,St Kilda,46 Chapel St,3,h,1000000.0,S,Langwell,15/07/2017,5.0,3182.0,3.0,1.0,1.0,198.0,,,Port Phillip,-37.86566,144.99104,Southern Metropolitan,13240.0
13055,Moorabbin,2 Matilda Rd,3,h,1090500.0,S,Woodards,3/06/2017,14.3,3189.0,3.0,2.0,2.0,347.0,,1955.0,Kingston,-37.94274,145.05783,Southern Metropolitan,2555.0
13056,Yarraville,38 Simpson St,3,h,1275000.0,SP,Village,25/02/2017,7.0,3013.0,3.0,1.0,2.0,229.0,128.0,1910.0,Maribyrnong,-37.8172,144.8919,Western Metropolitan,6543.0
13057,Ivanhoe,3/123 Waterdale Rd,3,t,962000.0,S,Miles,4/03/2017,7.9,3079.0,3.0,2.0,1.0,108.0,,,Banyule,-37.7668,145.0434,Eastern Metropolitan,5549.0
13058,Kew,176 Peel St,5,h,2550000.0,PI,Marshall,18/06/2016,5.6,3101.0,5.0,4.0,2.0,597.0,342.0,2016.0,Boroondara,-37.7937,145.0353,Southern Metropolitan,10331.0
13059,Moonee Ponds,10/40 Young St,2,t,515000.0,VB,Edward,12/11/2016,6.9,3039.0,2.0,1.0,1.0,1981.0,111.0,2006.0,Moonee Valley,-37.7677,144.9221,Western Metropolitan,6232.0
13060,Reservoir,72 Oconnor St,3,h,762500.0,S,Nelson,27/11/2016,11.2,3073.0,3.0,1.0,2.0,677.0,,,Darebin,-37.7101,144.9999,Northern Metropolitan,21650.0
13061,Burwood,1/34 Cumming St,5,h,1060000.0,S,Ray,12/06/2016,11.7,3125.0,4.0,3.0,2.0,326.0,210.0,2013.0,Whitehorse,-37.8528,145.1129,Southern Metropolitan,5678.0
13062,Glen Iris,51 Dent St,4,h,2020000.0,PI,Marshall,10/09/2016,9.2,3146.0,4.0,2.0,2.0,630.0,351.0,2009.0,Boroondara,-37.8667,145.0752,Southern Metropolitan,10412.0
13063,Mulgrave,75 Wattle Gr,3,h,815500.0,S,Ray,22/07/2017,18.8,3170.0,3.0,2.0,2.0,434.0,104.0,1960.0,Monash,-37.93228,145.15827,South-Eastern Metropolitan,7113.0
13064,Maribyrnong,8/10 Middle Rd,2,h,399000.0,S,Raine,7/05/2016,8.7,3032.0,2.0,1.0,1.0,904.0,53.0,1985.0,Maribyrnong,-37.7679,144.8935,Western Metropolitan,4918.0
13065,Coburg,243 Moreland Rd,3,h,1370000.0,S,Ray,4/03/2017,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,Moreland,-37.7549,144.9611,Northern Metropolitan,11204.0
13066,Flemington,1/15 Dartford St,2,u,391000.0,S,Nelson,8/10/2016,4.4,3031.0,2.0,1.0,1.0,0.0,59.0,1970.0,Moonee Valley,-37.7825,144.9239,Northern Metropolitan,3593.0
13067,Armadale,791 High St,3,h,1800000.0,PI,RT,15/10/2016,6.3,3143.0,3.0,2.0,2.0,405.0,121.0,1910.0,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836.0
13068,Heidelberg Heights,1 Shelley St,4,h,706000.0,SP,Nelson,8/04/2017,10.5,3081.0,4.0,1.0,2.0,374.0,113.0,1940.0,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947.0
13069,Richmond,52 Hunter St,2,h,1150000.0,SP,Biggin,27/11/2016,2.6,3121.0,2.0,1.0,0.0,156.0,80.0,1900.0,Yarra,-37.8209,145.0052,Northern Metropolitan,14949.0
13070,Northcote,77 Dennis St,3,h,860000.0,PI,Nelson,7/05/2016,5.5,3070.0,3.0,1.0,1.0,213.0,,,Darebin,-37.766,145.0039,Northern Metropolitan,11364.0
13071,Brunswick,9/33 Staley St,2,u,445000.0,S,Walshe,7/05/2016,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1975.0,Moreland,-37.7643,144.9638,Northern Metropolitan,11918.0
13072,Oakleigh,62 Eastgate St,4,h,1180000.0,S,Buxton,27/06/2016,14.0,3166.0,4.0,1.0,2.0,604.0,183.0,1965.0,Monash,-37.9087,145.0886,Southern Metropolitan,3224.0
13073,Melton South,6 Denny Pl,3,h,400000.0,SP,YPA,22/07/2017,29.8,3338.0,3.0,2.0,2.0,800.0,,,Melton,-37.71691,144.57108,Western Victoria,4718.0
13074,Seddon,4 webster St,4,h,1455000.0,SP,Jas,19/11/2016,6.6,3011.0,4.0,2.0,3.0,571.0,198.0,1920.0,Maribyrnong,-37.809,144.8865,Western Metropolitan,2417.0
13075,Mill Park,68 Heritage Dr,3,h,675000.0,S,HAR,16/09/2017,17.9,3082.0,3.0,1.0,4.0,640.0,,1980.0,,-37.65296,145.04564,Northern Metropolitan,10529.0
13076,Sunshine North,25 Lodden St,4,h,626800.0,S,Douglas,7/11/2016,13.3,3020.0,4.0,1.0,2.0,581.0,130.0,1950.0,Brimbank,-37.7712,144.8336,Western Metropolitan,4217.0
13077,Glenroy,55 Daley St,3,h,610000.0,S,Walshe,3/12/2016,13.0,3046.0,3.0,1.0,3.0,640.0,144.0,1960.0,Moreland,-37.6979,144.9335,Northern Metropolitan,8870.0
13078,Heidelberg Heights,478 Waterdale Rd,8,h,770000.0,VB,Miles,19/11/2016,10.5,3081.0,8.0,4.0,4.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,Eastern Metropolitan,2947.0
13079,Glenroy,4/10 Gladstone Pde,2,u,565000.0,SP,Nelson,12/08/2017,11.2,3046.0,2.0,1.0,2.0,193.0,105.0,1995.0,Moreland,-37.70612,144.9144,Northern Metropolitan,8870.0
13080,Bentleigh East,16 Leigh St,3,h,899000.0,S,Buxton,10/09/2016,13.9,3165.0,3.0,1.0,1.0,583.0,,,Glen Eira,-37.9312,145.0795,Southern Metropolitan,10969.0
13081,Reservoir,192 Edwardes St,2,h,1700000.0,PI,Barry,18/03/2017,11.2,3073.0,2.0,1.0,6.0,1041.0,,,Darebin,-37.7152,144.997,Northern Metropolitan,21650.0
13082,Brighton,2/5 Loller St,3,t,1411000.0,S,Buxton,12/11/2016,11.2,3186.0,3.0,2.0,2.0,0.0,,2011.0,Bayside,-37.9144,145.0004,Southern Metropolitan,10579.0
13083,Balwyn,27A Yerrin St,3,t,1680000.0,S,Fletchers,22/04/2017,9.7,3103.0,3.0,3.0,1.0,329.0,178.0,2005.0,Boroondara,-37.8101,145.0844,Southern Metropolitan,5682.0
13084,Essendon,5/36 King St,2,u,395000.0,SP,Jellis,18/03/2017,8.0,3040.0,2.0,1.0,1.0,0.0,68.0,1975.0,Moonee Valley,-37.7461,144.9058,Western Metropolitan,9264.0
13085,Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,16/04/2016,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567.0
13086,Ormond,2/1 Lillimur Rd,3,u,960000.0,S,hockingstuart,13/05/2017,11.8,3204.0,3.0,2.0,2.0,199.0,167.0,1995.0,Glen Eira,-37.9034,145.0409,Southern Metropolitan,3578.0
13087,Hawthorn,14/181 Power St,2,u,525000.0,PI,Walshe,17/06/2017,5.3,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.827,145.02563,Southern Metropolitan,11308.0
13088,Briar Hill,1/3 Campbell Rd,2,u,637000.0,S,Morrison,3/06/2017,16.1,3088.0,2.0,1.0,1.0,318.0,104.0,1980.0,Banyule,-37.70688,145.11791000000005,Eastern Metropolitan,1390.0
13089,Brighton,552 New St,3,h,2445000.0,S,Marshall,13/05/2017,11.2,3186.0,3.0,3.0,2.0,440.0,,,Bayside,-37.8868,144.9968,Southern Metropolitan,10579.0
13090,Malvern East,76 Manning Rd,4,h,2400000.0,S,Marshall,27/05/2017,8.4,3145.0,4.0,2.0,0.0,589.0,,,Stonnington,-37.87391,145.05562,Southern Metropolitan,8801.0
13091,Balwyn,3 Narrak Rd,5,h,2180000.0,PI,Jellis,24/06/2017,7.9,3103.0,5.0,3.0,2.0,646.0,35.0,,Boroondara,-37.81369,145.09486,Southern Metropolitan,5682.0
13092,Sunshine,20 Servante St,3,h,735000.0,PI,hockingstuart,15/10/2016,12.6,3020.0,3.0,1.0,3.0,435.0,,,Brimbank,-37.7877,144.838,Western Metropolitan,3755.0
13093,Altona,3/46 Sargood St,2,u,447000.0,S,Burnham,15/10/2016,13.8,3018.0,2.0,1.0,1.0,137.0,77.0,1990.0,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301.0
13094,Camberwell,6/11 Seymour Gr,2,u,530000.0,PI,Fletchers,22/05/2016,7.8,3124.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8361,145.0599,Southern Metropolitan,8920.0
13095,Moonee Ponds,31 Bowen St,2,h,860000.0,S,Nelson,11/02/2017,6.9,3039.0,2.0,1.0,1.0,301.0,80.0,1920.0,Moonee Valley,-37.7695,144.9092,Western Metropolitan,6232.0
13096,Coburg,11 Rolls St,2,h,960000.0,S,Woodards,3/06/2017,6.7,3058.0,2.0,1.0,3.0,398.0,,,Moreland,-37.74966,144.9682,Northern Metropolitan,11204.0
13097,Chadstone,3/22 Stapley Cr,3,t,977500.0,S,Buxton,22/07/2017,11.7,3148.0,3.0,3.0,3.0,209.0,,2012.0,Monash,-37.88923,145.0964,Southern Metropolitan,3582.0
13098,Sunshine West,73 Hilma St,3,h,760000.0,S,Barry,29/07/2017,10.5,3020.0,3.0,1.0,2.0,1143.0,100.0,1980.0,Brimbank,-37.79135,144.79948000000005,Western Metropolitan,6763.0
13099,Bentleigh,3 Somers St,4,h,1041000.0,S,Woodards,22/05/2016,13.0,3204.0,4.0,2.0,1.0,292.0,,,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795.0
13100,Chadstone,2/4 Lenna Ct,3,t,865000.0,S,Buxton,7/11/2016,13.6,3148.0,3.0,2.0,2.0,277.0,143.0,2010.0,Monash,-37.8796,145.1044,Southern Metropolitan,3582.0
13101,Preston,3/18 Furzer St,3,u,605000.0,S,Love,26/07/2016,8.8,3072.0,3.0,1.0,2.0,192.0,,,Darebin,-37.7277,144.9851,Northern Metropolitan,14577.0
13102,Port Melbourne,1 Princes Pl,3,h,1845000.0,S,Greg,9/09/2017,3.5,3207.0,3.0,3.0,2.0,114.0,240.0,2009.0,,-37.83981,144.9364,Southern Metropolitan,8648.0
13103,Hoppers Crossing,3/14 Moffatt Cr,2,u,315000.0,S,Triwest,26/08/2017,18.4,3029.0,2.0,1.0,1.0,150.0,,,,-37.87715,144.69863,Western Metropolitan,13830.0
13104,Toorak,18/703 Orrong Rd,2,u,1100000.0,VB,David,15/10/2016,4.6,3142.0,3.0,2.0,2.0,0.0,,,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217.0
13105,Hoppers Crossing,38 MacEdon St,3,h,442500.0,S,Greg,27/05/2017,18.4,3029.0,3.0,1.0,2.0,537.0,121.84,1980.0,Wyndham,-37.87016,144.70606,Western Metropolitan,13830.0
13106,Fawkner,30 Dorothy St,3,h,670000.0,S,Brad,20/05/2017,12.4,3060.0,3.0,1.0,2.0,585.0,,,Moreland,-37.6937,144.9658,Northern Metropolitan,5070.0
13107,Spotswood,22 Cullen St,2,h,782500.0,S,Barlow,19/08/2017,6.2,3015.0,2.0,1.0,1.0,243.0,,,,-37.82859000000001,144.87947,Western Metropolitan,1223.0
13108,Craigieburn,40 Grove Rd,4,h,548000.0,SP,Stockdale,12/08/2017,20.6,3064.0,4.0,2.0,2.0,400.0,171.0,2010.0,Hume,-37.5951,144.9091,Northern Metropolitan,15510.0
13109,Hawthorn East,2/28 Caroline St,3,t,1220000.0,S,Marshall,4/03/2017,7.5,3123.0,3.0,2.0,2.0,166.0,,1980.0,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482.0
13110,Mordialloc,9A Montgomery St,3,t,1627000.0,S,hockingstuart,8/07/2017,21.5,3195.0,3.0,2.0,2.0,304.0,233.0,2007.0,Kingston,-38.00644000000001,145.08478,South-Eastern Metropolitan,3650.0
13111,Carlton North,14/1102 Lygon St,1,u,437000.0,S,Nelson,24/09/2016,3.2,3054.0,1.0,1.0,1.0,0.0,56.0,1970.0,Yarra,-37.7798,144.9707,Northern Metropolitan,3106.0
13112,Hadfield,38 Tassell St,2,h,640000.0,SP,YPA,27/11/2016,12.1,3046.0,2.0,1.0,1.0,612.0,,,Moreland,-37.7109,144.9389,Northern Metropolitan,2606.0
13113,Carnegie,25 Byron St,2,t,850000.0,S,Woodards,16/09/2017,10.1,3163.0,2.0,2.0,1.0,117.0,101.0,2007.0,,-37.88592,145.04781,Southern Metropolitan,7822.0
13114,Heathmont,23 Viviani Cr,3,h,912000.0,S,Ray,12/08/2017,21.3,3135.0,3.0,2.0,2.0,471.0,144.0,1965.0,Maroondah,-37.82996,145.24311,Eastern Metropolitan,3794.0
13115,Boronia,39 Lockwoods Rd,3,h,642000.0,S,Stockdale,1/07/2017,25.0,3155.0,3.0,2.0,2.0,968.0,,,Knox,-37.84674,145.29351,Eastern Metropolitan,9704.0
13116,Melbourne,2306/265 Exhibition St,2,u,780000.0,SP,Galldon,4/06/2016,2.8,3000.0,2.0,2.0,1.0,0.0,85.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
13117,Sunshine,13 Union St,3,h,735000.0,S,Bells,15/10/2016,12.6,3020.0,3.0,1.0,1.0,490.0,,,Brimbank,-37.7892,144.8432,Western Metropolitan,3755.0
13118,West Footscray,27 Wellington St,3,h,915000.0,S,Jas,22/07/2017,6.4,3012.0,3.0,1.0,2.0,447.0,,,Maribyrnong,-37.792,144.86856,Western Metropolitan,5058.0
13119,Sunbury,35 Oxley St,3,h,482000.0,S,Barry,3/09/2017,31.7,3429.0,3.0,2.0,4.0,664.0,138.0,1975.0,,-37.58196,144.71066000000005,Western Metropolitan,14092.0
13120,Templestowe Lower,20 Oak Cr,4,h,1320000.0,PI,Jellis,22/07/2017,12.4,3107.0,4.0,2.0,2.0,774.0,,,Manningham,-37.76941,145.12123,Eastern Metropolitan,5420.0
13121,Sunshine,1 Boreham St,3,h,610000.0,S,Barry,16/04/2016,12.6,3020.0,3.0,1.0,0.0,705.0,118.0,1965.0,Brimbank,-37.8005,144.822,Western Metropolitan,3755.0
13122,Glen Iris,21 Park Rd,5,h,2100000.0,S,Jellis,27/11/2016,9.2,3146.0,5.0,3.0,2.0,696.0,,1989.0,Boroondara,-37.8478,145.0566,Southern Metropolitan,10412.0
13123,Richmond,4a Gardner St,2,t,1081000.0,S,hockingstuart,15/10/2016,2.6,3121.0,2.0,1.0,1.0,126.0,115.0,1995.0,Yarra,-37.814,145.006,Northern Metropolitan,14949.0
